104,M,25,1,926,104,123456
105,M,45,1,90277,105,123456
106,F,35,1,79101,106,123456
107,M,45,1,63129,107,123456
108,M,25,1,30316,108,123456
109,M,45,1,92028,109,123456
110,M,25,2,90803,110,123456
111,M,35,1,55416,111,123456
112,M,25,2,97209,112,123456
113,M,18,1,37032,113,123456
114,F,25,2,83712,114,123456
115,M,25,1,28083,115,123456
116,M,25,1,55744,116,123456
117,M,25,1,33314,117,123456
118,M,35,1,22315,118,123456
119,F,21,1,77515,119,123456
120,M,25,1,27106,120,123456
121,M,35,2,75229,121,123456
122,F,18,1,94305,122,123456
123,M,35,2,67208,123,123456
124,M,56,2,91356,124,123456
125,M,45,2,1701,125,123456
126,M,18,2,98117,126,123456
127,F,45,1,1770,127,123456
128,M,56,1,37922,128,123456
129,M,25,1,20164,129,123456
130,M,35,1,50021,130,123456
131,M,18,1,6520,131,123456
132,M,25,1,99709,132,123456
133,F,25,2,55071,133,123456
134,M,25,2,66212,134,123456
135,M,18,1,20006,135,123456
136,M,18,2,21202,136,123456
137,F,45,1,78758,137,123456
138,M,18,1,22203,138,123456
139,F,25,1,45409,139,123456
140,F,35,2,55107,140,123456
141,M,35,2,62035,141,123456
142,M,25,2,10011,142,123456
143,M,18,1,64043,143,123456
144,M,25,1,29401,144,123456
145,M,18,1,19081,145,123456
146,F,35,1,10954,146,123456
147,M,18,1,91360,147,123456
148,M,50,1,57747,148,123456
149,M,25,2,29205,149,123456
150,M,35,2,98144,150,123456
151,F,25,1,85013,151,123456
152,M,18,1,48104,152,123456
153,M,21,1,51537,153,123456
154,M,50,1,94530,154,123456
155,M,35,1,7470,155,123456
156,F,45,2,14519,156,123456
157,M,35,2,12866,157,123456
158,M,56,2,28754,158,123456
159,F,45,2,37922,159,123456
160,M,35,2,13021,160,123456
161,M,45,2,98107-2117,161,123456
162,F,18,1,93117,162,123456
163,M,18,1,85013,163,123456
164,F,56,2,94566,164,123456
165,M,18,2,98502,165,123456
166,M,18,1,92802,166,123456
167,F,25,1,10022,167,123456
168,F,50,2,46970,168,123456
169,M,25,2,55439,169,123456
170,M,25,1,7002,170,123456
171,F,50,1,55441,171,123456
172,M,25,1,7661,172,123456
173,M,25,2,45237,173,123456
174,M,25,2,21203,174,123456
175,F,25,2,95123,175,123456
176,F,18,1,55016,176,123456
177,M,50,2,54016,177,123456
178,M,56,1,53705,178,123456
179,M,25,2,2135,179,123456
180,M,45,1,1603,180,123456
181,M,18,1,33186,181,123456
182,M,18,1,3052,182,123456
183,F,45,2,55407,183,123456
184,F,25,2,19001,184,123456
185,M,45,2,14468,185,123456
186,M,18,1,91767,186,123456
187,F,45,2,94061,187,123456
188,M,56,2,79930,188,123456
189,M,18,2,60076,189,123456
190,M,25,1,55125,190,123456
191,M,18,1,4915,191,123456
192,M,18,2,10977,192,123456
193,F,45,1,44106,193,123456
194,F,21,1,29146,194,123456
195,M,25,1,10458,195,123456
196,F,35,2,94587,196,123456
197,M,18,2,10023,197,123456
198,M,25,1,55108,198,123456
199,M,18,1,83706,199,123456
200,F,18,1,84321,200,123456
201,F,35,2,55117,201,123456
202,M,18,1,53706,202,123456
203,F,18,1,53715,203,123456
204,M,25,2,92123,204,123456
205,M,35,1,97333,205,123456
206,M,25,1,20194,206,123456
207,M,25,1,94115,207,123456
208,M,35,1,55432,208,123456
209,M,35,2,90048,209,123456
210,F,21,1,25801,210,123456
211,M,45,1,90620,211,123456
212,M,25,2,53714,212,123456
213,F,18,1,1609,213,123456
214,M,18,1,80218,214,123456
215,M,35,2,92075,215,123456
216,M,45,2,52761,216,123456
217,M,18,1,22903,217,123456
218,M,35,2,95822,218,123456
219,F,25,1,55113,219,123456
220,M,25,1,22903,220,123456
221,F,25,2,94063,221,123456
222,M,25,2,55116,222,123456
223,M,25,1,28262,223,123456
224,F,18,1,14850,224,123456
225,M,25,2,11215,225,123456
226,M,35,2,94518,226,123456
227,M,35,1,90291,227,123456
228,M,25,1,55455,228,123456
229,M,18,1,4576,229,123456
230,M,45,2,43210,230,123456
231,M,25,1,55455,231,123456
232,M,25,1,55408,232,123456
233,F,45,1,37919-4204,233,123456
234,M,35,2,39652,234,123456
235,M,25,2,98153,235,123456
236,M,25,1,55126,236,123456
237,M,25,1,46835,237,123456
238,F,50,2,90291,238,123456
239,M,18,1,94618,239,123456
240,M,50,1,55113,240,123456
241,M,35,1,55121,241,123456
242,F,18,1,53706,242,123456
243,M,25,2,11576,243,123456
244,M,50,2,19072,244,123456
245,M,35,2,66046,245,123456
246,F,18,1,60625,246,123456
247,M,25,1,94404,247,123456
248,M,18,1,72703,248,123456
249,F,18,2,48126,249,123456
250,M,35,2,11229,250,123456
251,M,56,1,55105,251,123456
252,M,25,1,94112,252,123456
253,F,25,1,97370,253,123456
254,M,35,1,49015,254,123456
255,M,35,2,85310,255,123456
256,M,45,2,55076,256,123456
257,M,18,1,55113,257,123456
258,M,25,2,55436,258,123456
259,M,25,2,60615,259,123456
260,M,18,1,98126,260,123456
261,M,25,1,75801,261,123456
262,F,25,2,68503,262,123456
263,F,25,2,22304,263,123456
264,M,35,2,20755,264,123456
265,F,35,2,55116,265,123456
266,M,35,1,75229,266,123456
267,M,45,1,55001,267,123456
268,F,18,1,29708,268,123456
269,M,25,2,55408,269,123456
270,M,50,2,55414,270,123456
271,M,18,1,48202,271,123456
272,M,18,2,80302,272,123456
273,M,18,1,55427,273,123456
274,M,18,1,55455,274,123456
275,M,25,2,48162,275,123456
276,M,45,2,1982,276,123456
277,F,35,2,98126,277,123456
278,M,45,1,60482,278,123456
279,M,25,2,91214,279,123456
280,M,50,2,19118,280,123456
281,F,35,2,94117,281,123456
282,M,25,1,94401,282,123456
283,M,25,2,10003,283,123456
284,M,25,1,91910,284,123456
285,F,35,2,94109,285,123456
286,M,25,2,54601,286,123456
287,M,50,2,94706,287,123456
288,F,25,1,97119,288,123456
289,F,25,2,11801,289,123456
290,F,25,1,94591,290,123456
291,M,35,1,55110,291,123456
292,M,35,2,19406,292,123456
293,M,56,2,55337-4056,293,123456
294,F,45,2,43147,294,123456
295,M,18,2,80203,295,123456
296,M,50,1,89432,296,123456
297,M,18,2,97211,297,123456
298,F,18,1,19010,298,123456
299,M,25,1,97370,299,123456
300,M,25,2,78664,300,123456
301,M,18,1,61820,301,123456
302,M,18,1,4901,302,123456
303,M,25,2,20006,303,123456
304,M,25,2,55414,304,123456
305,F,18,2,55414,305,123456
306,M,18,2,53051,306,123456
307,M,50,2,90027,307,123456
308,M,25,2,10025,308,123456
309,M,25,1,16801,309,123456
310,F,18,1,31207,310,123456
311,M,18,1,31201,311,123456
312,F,50,2,22207,312,123456
313,F,18,1,2138,313,123456
314,F,56,2,46911,314,123456
315,F,56,2,55105,315,123456
316,M,56,2,90740,316,123456
317,M,35,2,38555,317,123456
318,F,56,2,55104,318,123456
319,F,50,1,33436,319,123456
320,M,35,1,99516,320,123456
321,M,18,1,55128,321,123456
322,M,56,1,55117,322,123456
323,M,45,1,53716,323,123456
324,M,35,1,55106,324,123456
325,F,50,1,55112,325,123456
326,M,50,1,25302,326,123456
327,M,35,1,55448,327,123456
328,M,35,1,80401,328,123456
329,M,35,2,2115,329,123456
330,M,56,2,92065,330,123456
331,M,25,2,55902,331,123456
332,M,50,2,55109,332,123456
333,M,35,2,55410,333,123456
334,F,56,2,55113,334,123456
335,M,35,1,55434,335,123456
336,M,18,2,98765,336,123456
337,M,18,1,80205,337,123456
338,M,35,2,55116,338,123456
339,M,50,2,80207,339,123456
340,F,25,1,28001,340,123456
341,F,56,2,92119,341,123456
342,M,18,1,55076,342,123456
343,F,35,1,55127,343,123456
344,M,35,2,75034,344,123456
345,M,25,1,94114,345,123456
346,F,25,2,55110,346,123456
347,F,56,2,55305,347,123456
348,M,50,2,55110,348,123456
349,M,21,1,8035,349,123456
350,M,45,1,8035,350,123456
351,M,18,1,55105,351,123456
352,M,18,1,60115,352,123456
353,F,35,2,92625,353,123456
354,M,35,2,55117,354,123456
355,M,18,1,55107,355,123456
356,M,56,1,55101,356,123456
357,M,18,2,98103,357,123456
358,F,56,2,20815,358,123456
359,M,25,1,55128,359,123456
360,M,35,1,28208,360,123456
361,F,25,2,94115,361,123456
362,M,35,1,55407,362,123456
363,M,18,1,55419,363,123456
364,F,35,2,46815,364,123456
365,F,18,1,2138,365,123456
366,M,50,1,55126,366,123456
367,M,50,1,55421,367,123456
368,M,25,2,90293,368,123456
369,M,35,2,55110,369,123456
370,M,18,1,22304,370,123456
371,M,18,1,2141,371,123456
372,F,18,1,72227,372,123456
373,F,25,2,55347,373,123456
374,F,35,2,55346,374,123456
375,M,25,2,55106,375,123456
376,M,35,2,80026,376,123456
377,M,25,1,55418,377,123456
378,F,18,2,55105,378,123456
379,F,35,2,54822,379,123456
380,M,25,2,92024,380,123456
381,M,35,1,89015,381,123456
382,F,35,1,66205,382,123456
383,F,25,2,78757,383,123456
384,M,25,1,55075,384,123456
385,M,25,1,68131,385,123456
386,M,25,2,55408,386,123456
387,F,35,2,55111,387,123456
388,F,25,2,10021,388,123456
389,M,25,1,68128,389,123456
390,M,25,1,55405,390,123456
391,M,45,1,22122,391,123456
392,M,18,2,20037,392,123456
393,M,35,1,55402,393,123456
394,M,18,2,55013,394,123456
395,M,18,1,55104,395,123456
396,M,25,2,56187,396,123456
397,M,35,1,22124,397,123456
398,M,25,1,55454,398,123456
399,F,35,1,55128,399,123456
400,F,18,1,55422,400,123456
401,M,18,2,55129,401,123456
402,M,25,1,55427,402,123456
403,M,18,1,2138,403,123456
404,M,18,1,10128,404,123456
405,M,56,2,13077,405,123456
406,M,25,1,55105,406,123456
407,M,18,1,89503,407,123456
408,M,25,1,2143,408,123456
409,M,18,1,55122,409,123456
410,F,25,2,55417,410,123456
411,F,45,2,43214,411,123456
412,M,35,1,55117,412,123456
413,M,25,1,55409,413,123456
414,M,25,2,55317,414,123456
415,F,35,2,55406,415,123456
416,M,45,2,55076,416,123456
417,F,25,2,50613,417,123456
418,F,25,1,54016,418,123456
419,M,18,1,55422,419,123456
420,M,35,2,55406,420,123456
421,F,45,1,55125,421,123456
422,M,56,1,55104,422,123456
423,M,18,1,55455,423,123456
424,M,25,1,55112,424,123456
425,M,25,1,55303,425,123456
426,M,18,1,55455,426,123456
427,M,35,1,55104,427,123456
428,F,18,1,55455,428,123456
429,M,18,2,54901,429,123456
430,F,18,1,55306,430,123456
431,M,18,1,55303,431,123456
432,M,45,2,55306,432,123456
433,M,50,1,55115,433,123456
434,F,45,1,98155,434,123456
435,M,25,2,55125,435,123456
436,M,18,1,43023,436,123456
437,M,35,1,55030,437,123456
438,M,18,1,53705,438,123456
439,M,35,2,55129,439,123456
440,M,56,2,32940,440,123456
441,M,35,2,55127,441,123456
442,M,25,2,55105,442,123456
443,M,25,1,55421,443,123456
444,M,56,2,55108,444,123456
445,M,45,1,55117,445,123456
446,F,50,2,55042,446,123456
447,F,45,1,55105,447,123456
448,M,25,1,80123,448,123456
449,M,25,2,85037,449,123456
450,M,45,2,24523,450,123456
451,M,56,2,54720,451,123456
452,M,50,1,55117,452,123456
453,M,18,1,55102,453,123456
454,M,25,1,55092,454,123456
455,F,35,2,55113,455,123456
456,M,35,2,55105,456,123456
457,M,18,1,54703,457,123456
458,M,50,2,55405-2546,458,123456
459,F,18,1,55105,459,123456
460,M,45,1,55313,460,123456
461,M,50,2,55075,461,123456
462,M,18,2,55416,462,123456
463,M,25,2,55105,463,123456
464,F,18,1,55455,464,123456
465,M,18,1,94523,465,123456
466,M,25,1,55405,466,123456
467,F,35,1,55075,467,123456
468,F,21,1,55082,468,123456
469,M,35,1,55122,469,123456
470,F,21,1,55068,470,123456
471,M,35,2,8904,471,123456
472,M,35,2,55418,472,123456
473,F,18,1,55112,473,123456
474,M,25,1,92126,474,123456
475,F,25,2,55421,475,123456
476,M,35,2,55127,476,123456
477,M,35,2,55410,477,123456
478,M,50,2,55113,478,123456
479,M,25,1,55042,479,123456
480,F,18,1,55422,480,123456
481,M,45,2,55115,481,123456
482,M,25,2,55305,482,123456
483,M,18,1,55105,483,123456
484,F,21,1,55104,484,123456
485,M,56,2,55042,485,123456
486,M,56,2,91367,486,123456
487,F,35,1,55082,487,123456
488,M,25,1,55107,488,123456
489,M,18,1,55455,489,123456
490,M,21,1,55345,490,123456
491,M,18,1,56043,491,123456
492,M,25,1,55112,492,123456
493,M,50,2,55016,493,123456
494,F,35,2,17870,494,123456
495,M,18,1,55421,495,123456
496,M,18,1,55455,496,123456
497,F,25,1,55412,497,123456
498,M,35,1,55113,498,123456
499,F,25,2,55108,499,123456
500,F,18,2,55105,500,123456
501,M,25,2,55372,501,123456
502,M,35,1,55126,502,123456
503,M,35,1,73120,503,123456
504,M,25,2,17003,504,123456
505,M,35,1,37815,505,123456
506,M,25,2,55103-1006,506,123456
507,F,25,2,55405,507,123456
508,M,25,1,55418,508,123456
509,M,25,2,55125,509,123456
510,M,18,1,55109,510,123456
511,F,45,1,15232,511,123456
512,M,35,2,55379,512,123456
513,M,25,2,55119,513,123456
514,M,25,2,55113,514,123456
515,M,25,2,55406,515,123456
516,F,56,2,55033,516,123456
517,F,25,2,55408,517,123456
518,F,35,1,75240,518,123456
519,F,35,2,55038,519,123456
520,F,35,1,55104,520,123456
521,M,56,2,55105,521,123456
522,M,25,1,55124,522,123456
523,M,50,2,55105,523,123456
524,M,18,2,91320,524,123456
525,M,35,1,19027,525,123456
526,M,45,1,94806,526,123456
527,F,25,2,11201,527,123456
528,F,18,1,83843,528,123456
529,M,35,1,92009,529,123456
530,M,25,2,10019,530,123456
531,F,18,2,22206,531,123456
532,M,25,2,94301,532,123456
533,M,25,1,27514,533,123456
534,M,25,1,55902,534,123456
535,M,35,1,95370,535,123456
536,M,25,1,1267,536,123456
537,M,45,2,7704,537,123456
538,M,56,2,95407,538,123456
539,M,25,2,55103,539,123456
540,M,18,2,15213,540,123456
541,F,18,1,5849574,541,123456
542,M,18,1,78705,542,123456
543,M,25,1,55057,543,123456
544,M,35,1,94538,544,123456
545,M,35,1,1890,545,123456
546,F,25,2,37211,546,123456
547,M,35,1,76109,547,123456
548,F,35,2,96860,548,123456
549,M,25,1,53217,549,123456
550,M,45,1,21559,550,123456
551,M,35,1,55116,551,123456
552,M,50,1,23456,552,123456
553,M,25,2,94131,553,123456
554,M,25,1,94086,554,123456
555,M,18,1,53213,555,123456
556,F,25,2,37221,556,123456
557,M,56,2,30030,557,123456
558,M,35,1,55108,558,123456
559,F,25,2,60422,559,123456
560,M,45,1,81335,560,123456
561,F,18,2,64060,561,123456
562,M,35,1,48083,562,123456
563,M,25,1,53703,563,123456
564,M,45,2,49419,564,123456
565,M,25,2,45242,565,123456
566,M,25,1,92122,566,123456
567,M,35,1,52570-9634,567,123456
568,F,50,1,19716,568,123456
569,F,18,1,97339,569,123456
570,M,25,1,33314,570,123456
571,M,50,1,95401,571,123456
572,M,18,1,61801,572,123456
573,F,35,2,98119,573,123456
574,M,25,1,90214,574,123456
575,M,25,1,92130,575,123456
576,F,45,1,20910,576,123456
577,M,35,2,2115,577,123456
578,M,18,1,90064,578,123456
579,M,25,1,32839,579,123456
580,M,21,1,8534,580,123456
581,M,50,2,73543,581,123456
582,M,18,1,67042,582,123456
583,F,25,2,48067,583,123456
584,F,25,2,94403,584,123456
585,M,18,2,53703,585,123456
586,M,35,2,53092,586,123456
587,M,25,1,92649,587,123456
588,F,25,1,23220,588,123456
589,M,18,2,90210,589,123456
590,F,35,1,98032,590,123456
591,M,25,2,76201,591,123456
592,M,18,2,92103,592,123456
593,F,50,2,91711,593,123456
594,F,56,2,60076,594,123456
595,M,25,2,10019,595,123456
596,F,25,2,1950,596,123456
597,M,35,1,80206,597,123456
598,M,35,2,95476,598,123456
599,M,50,1,53711,599,123456
600,M,35,1,66209,600,123456
601,F,18,1,6320,601,123456
602,F,56,1,14612,602,123456
603,F,25,1,32256,603,123456
604,M,45,1,32256,604,123456
605,F,18,1,44425,605,123456
606,F,21,1,49507,606,123456
607,M,25,2,43614,607,123456
608,M,18,1,18011,608,123456
609,M,25,2,10012,609,123456
610,M,25,1,77025,610,123456
611,M,35,2,20715,611,123456
612,M,50,2,95020,612,123456
613,M,35,1,10562,613,123456
614,M,35,2,90024,614,123456
615,M,50,1,32951,615,123456
616,M,25,2,94115,616,123456
617,F,25,2,92117,617,123456
618,M,25,2,74105,618,123456
619,F,18,2,94706,619,123456
620,M,18,2,13210,620,123456
621,M,18,1,93560,621,123456
622,M,25,2,92612,622,123456
623,M,25,1,60555,623,123456
624,M,25,2,75207,624,123456
625,F,35,1,44106,625,123456
626,M,18,1,77005,626,123456
627,M,50,2,97210,627,123456
628,F,35,2,20715,628,123456
629,F,21,1,48154,629,123456
630,F,35,2,80525,630,123456
631,M,35,1,28601,631,123456
632,M,45,1,7649,632,123456
633,M,25,1,94131,633,123456
634,F,21,1,49512,634,123456
635,M,56,1,33785,635,123456
636,M,18,1,92055,636,123456
637,M,35,1,97132,637,123456
638,M,25,1,77584,638,123456
639,M,45,1,85202,639,123456
640,M,18,1,47406,640,123456
641,F,35,2,55116,641,123456
642,F,35,2,78155,642,123456
643,M,25,2,23188,643,123456
644,M,25,1,93704,644,123456
645,M,35,1,11215,645,123456
646,M,35,2,8505,646,123456
647,M,35,1,85224,647,123456
648,F,25,1,94131,648,123456
649,M,25,1,80526,649,123456
650,M,25,1,49445,650,123456
651,M,35,2,20895,651,123456
652,M,18,1,12222,652,123456
653,M,56,2,92660,653,123456
654,M,50,2,75023,654,123456
655,F,25,2,92629,655,123456
656,F,45,2,92106,656,123456
657,F,50,2,34691,657,123456
658,F,25,2,10021,658,123456
659,F,25,2,28134,659,123456
660,M,45,2,70507,660,123456
661,M,45,2,13114,661,123456
662,M,18,1,99163,662,123456
663,F,25,2,12345,663,123456
664,M,35,1,74601,664,123456
665,M,18,2,13317,665,123456
666,F,18,2,8540,666,123456
667,M,25,1,98438,667,123456
668,F,25,1,22042,668,123456
669,M,25,1,30307,669,123456
670,M,25,1,30303,670,123456
671,M,18,1,61761,671,123456
672,M,35,2,46845,672,123456
673,M,25,1,10023,673,123456
674,M,25,1,22042,674,123456
675,M,25,1,2048,675,123456
676,M,18,2,55129,676,123456
677,M,50,2,94122,677,123456
678,M,25,2,34952,678,123456
679,M,35,2,29681,679,123456
680,M,25,1,37013,680,123456
681,M,35,2,30501,681,123456
682,M,25,1,27510,682,123456
683,M,25,1,27514,683,123456
684,M,25,1,27510,684,123456
685,M,25,1,27514,685,123456
686,M,18,1,27514,686,123456
687,F,25,2,14136,687,123456
688,M,56,2,13407,688,123456
689,F,50,2,48103,689,123456
690,M,25,1,90717,690,123456
691,M,35,1,96813,691,123456
692,F,25,2,85207,692,123456
693,M,35,1,98103,693,123456
694,M,18,1,76401,694,123456
695,F,18,2,4240,695,123456
696,M,25,1,94114,696,123456
697,F,50,1,97330,697,123456
698,M,18,1,76401,698,123456
699,M,18,2,73505,699,123456
700,M,50,1,14650,700,123456
701,F,18,1,1002,701,123456
702,M,35,2,90808,702,123456
703,F,56,2,44074,703,123456
704,F,35,1,85712,704,123456
705,M,25,1,48065,705,123456
706,M,35,1,78664,706,123456
707,M,35,2,17740,707,123456
708,M,25,2,37042,708,123456
709,M,18,2,92647,709,123456
710,M,25,1,85207,710,123456
711,M,25,1,80521,711,123456
712,M,25,2,95136,712,123456
713,M,35,2,79912,713,123456
714,M,18,1,76013,714,123456
715,M,18,2,53715,715,123456
716,M,18,1,98188,716,123456
717,M,25,1,90211,717,123456
718,M,18,2,90211,718,123456
719,M,21,2,75070,719,123456
720,M,18,2,55129,720,123456
721,F,35,2,97520,721,123456
722,M,25,1,55106,722,123456
723,M,25,1,98027,723,123456
724,M,50,2,90266,724,123456
725,M,56,1,8904,725,123456
726,F,25,2,77449,726,123456
727,M,35,1,94061,727,123456
728,M,25,1,11598,728,123456
729,M,35,1,85284,729,123456
730,M,25,2,10580,730,123456
731,M,45,1,55410,731,123456
732,M,25,2,7030,732,123456
733,M,35,2,30034,733,123456
734,M,25,2,90078,734,123456
735,M,25,2,4240,735,123456
736,M,18,1,7070,736,123456
737,M,21,1,53711,737,123456
738,M,18,1,99205,738,123456
739,M,35,1,55803,739,123456
740,M,25,2,24551,740,123456
741,M,25,1,44095,741,123456
742,M,18,2,54758,742,123456
743,F,21,2,60660,743,123456
744,M,25,1,77007,744,123456
745,M,21,1,90004,745,123456
746,F,18,1,95019,746,123456
747,M,18,1,98606,747,123456
748,M,25,2,60098,748,123456
749,M,35,1,56303,749,123456
750,F,35,2,13066,750,123456
751,F,25,1,97201,751,123456
752,F,25,1,97401,752,123456
753,M,21,1,42754,753,123456
754,M,35,2,38024,754,123456
755,F,35,2,94002,755,123456
756,M,35,2,90064,756,123456
757,M,25,1,97401,757,123456
758,M,35,2,19518,758,123456
759,F,56,1,89156,759,123456
760,M,56,1,94114,760,123456
761,M,18,2,99945,761,123456
762,M,21,1,63041,762,123456
763,M,18,1,2882,763,123456
764,M,18,1,85296,764,123456
765,M,25,1,74467,765,123456
766,F,25,2,95128,766,123456
767,M,25,1,45241,767,123456
768,M,25,1,17067,768,123456
769,M,45,1,2421,769,123456
770,M,18,1,98499,770,123456
771,F,50,2,75087,771,123456
772,M,18,1,89118,772,123456
773,M,25,1,48108,773,123456
774,M,18,1,22903,774,123456
775,M,21,1,56258,775,123456
776,F,25,1,92627,776,123456
777,M,18,1,87543,777,123456
778,M,18,1,32694,778,123456
779,M,25,2,60156,779,123456
780,M,25,1,91776,780,123456
781,M,18,1,95076,781,123456
782,M,56,2,28223,782,123456
783,M,25,1,53703,783,123456
784,M,18,2,11040,784,123456
785,M,18,1,29307,785,123456
786,M,25,2,55987,786,123456
787,M,18,1,77802,787,123456
788,M,25,2,37601,788,123456
789,M,18,2,67212,789,123456
790,M,25,1,45694,790,123456
791,M,35,2,27511,791,123456
792,M,25,1,1002,792,123456
793,F,35,2,37043,793,123456
794,M,50,1,10543,794,123456
795,F,35,2,19147,795,123456
796,M,50,1,98237,796,123456
797,F,50,2,20175,797,123456
798,F,25,1,48464,798,123456
799,F,25,1,98498,799,123456
800,F,35,1,72032,800,123456
801,F,25,1,95776,801,123456
802,M,25,2,22801,802,123456
803,M,18,1,67217,803,123456
804,M,25,1,90032,804,123456
805,M,35,1,37211,805,123456
806,M,35,2,34990,806,123456
807,M,18,1,89015,807,123456
808,M,25,2,85226,808,123456
809,M,25,1,70508,809,123456
810,M,25,1,98006,810,123456
811,M,50,2,94043,811,123456
812,M,25,1,37930,812,123456
813,M,18,1,70002,813,123456
814,F,18,1,92612,814,123456
815,M,25,1,37130,815,123456
816,M,45,2,92108,816,123456
817,M,18,1,41076,817,123456
818,M,18,1,60107,818,123456
819,M,35,2,60611,819,123456
820,M,35,2,78759,820,123456
821,M,18,2,14456,821,123456
822,F,25,2,7666,822,123456
823,M,25,2,92078,823,123456
824,M,35,1,94530,824,123456
825,M,56,2,39532,825,123456
826,F,35,2,80210,826,123456
827,M,45,2,55409,827,123456
828,M,18,1,70817,828,123456
829,M,21,1,53711,829,123456
830,M,35,2,60657,830,123456
831,F,45,2,20874,831,123456
832,M,18,2,19464,832,123456
833,M,35,2,46825,833,123456
834,F,35,1,78640,834,123456
835,M,56,2,94952,835,123456
836,M,25,1,10023,836,123456
837,M,56,2,8540,837,123456
838,M,50,1,92661,838,123456
839,M,25,2,98103,839,123456
840,F,25,1,2828,840,123456
841,F,50,2,92119,841,123456
842,F,18,2,55102,842,123456
843,M,25,2,49321,843,123456
844,M,25,2,92121,844,123456
845,F,18,2,20009,845,123456
846,M,25,1,80209,846,123456
847,F,25,2,80228,847,123456
848,M,25,1,94121,848,123456
849,M,25,1,75006,849,123456
850,M,35,2,60640,850,123456
851,M,18,1,75287,851,123456
852,M,25,1,92105,852,123456
853,M,25,1,55447,853,123456
854,F,25,2,44092,854,123456
855,F,18,2,72701,855,123456
856,F,45,1,2453,856,123456
857,M,35,1,11701,857,123456
858,M,35,2,10013,858,123456
859,M,25,1,10128,859,123456
860,M,18,2,78237,860,123456
861,M,25,2,37027,861,123456
862,M,35,2,10019,862,123456
863,M,25,2,62522,863,123456
864,F,25,2,97205,864,123456
865,M,35,2,91711,865,123456
866,M,21,1,8820,866,123456
867,M,45,1,95814,867,123456
868,M,50,1,01702-7224,868,123456
869,M,18,1,92026,869,123456
870,F,25,2,2144,870,123456
871,M,21,1,76013,871,123456
872,M,50,2,20815,872,123456
873,M,56,1,19027,873,123456
